Word,file1_col1,file1_col2,file2_col1,file2_col2,file2_col3,file2_col4,file2_col5,file2_col6,file2_col7,file2_col8,file2_col9,file2_col10,file2_col11,file2_col12,file2_col13,file2_col14,file2_col15,file2_col16,file2_col17,file2_col18
engine,1667,engine,engine,engines,,,,,,,,,,,,,,,,
engineer,1362,engineer,engineer,engineers,engineered,engineering,engineerings,,,,,,,,,,,,,
enhance,1939,enhance,enhance,enhances,enhanced,enhancing,enhancings,,,,,,,,,,,,,
enjoy,554,enjoy,enjoy,enjoyed;enjoys,enjoyed;enjoying,enjoying;enjoyings,enjoyings,,,,,,,,,,,,,
enjoyable,3882,enjoyable,enjoyable,enjoyables,,,,,,,,,,,,,,,,
enormous,1830,enormous,enormous,,,,,,,,,,,,,,,,,
enough,317,enough,enough,,,,,,,,,,,,,,,,,
enroll,4219,enroll,enroll,enrolls,enrolled,enrolling,enrol,enrols,,,,,,,,,,,,
ensure,1203,ensure,ensure,ensures,ensured,ensuring,ensurings,,,,,,,,,,,,,
enter,767,enter,enter,enters,entered,entering,enterings,,,,,,,,,,,,,
enterprise,2101,enterprise,enterprise,enterprises,enterprising,enterprisings,,,,,,,,,,,,,,
entertain,2541,entertain,entertain,entertains,entertained,entertaining,entertainings,,,,,,,,,,,,,
entertainment,2084,entertainment,entertainment,entertainments,,,,,,,,,,,,,,,,
enthusiasm,2989,enthusiasm,enthusiasm,enthusiasms,,,,,,,,,,,,,,,,
enthusiastic,3880,enthusiastic,enthusiastic,enthusiastics,,,,,,,,,,,,,,,,
entire,1235,entire,entire,,,,,,,,,,,,,,,,,
entirely,1594,entirely,entirely,,,,,,,,,,,,,,,,,
entitle,2354,entitle,entitle,entitles,entitled,entitling,entitlings,,,,,,,,,,,,,
entity,3076,entity,entity,entities,,,,,,,,,,,,,,,,
entrance,2275,entrance,entrance,entrances,entranced,entrancing,entrancings,,,,,,,,,,,,,
entrepreneur,3685,entrepreneur,entrepreneur,entrepreneurs,,,,,,,,,,,,,,,,
entry,1705,entry,entry,entries,,,,,,,,,,,,,,,,
envelope,2706,envelope,envelope,envelopes,,,,,,,,,,,,,,,,
environment,762,environment,environment,environments,,,,,,,,,,,,,,,,
environmental,1410,environmental,environmental,environmentals,,,,,,,,,,,,,,,,
enzyme,4760,enzyme,enzyme,enzymes,,,,,,,,,,,,,,,,
epidemic,4708,epidemic,epidemic,epidemics,,,,,,,,,,,,,,,,
episode,2117,episode,episode,episodes,,,,,,,,,,,,,,,,
equal,1304,equal,equal,equals,equaled,equaling,equalled,equalling,equallings,,,,,,,,,,,
equality,3829,equality,equality,equalities,,,,,,,,,,,,,,,,
equally,1822,equally,equally,,,,,,,,,,,,,,,,,
equation,2539,equation,equation,equations,,,,,,,,,,,,,,,,
equilibrium,4782,equilibrium,equilibrium,,,,,,,,,,,,,,,,,
equip,3170,equip,equip,equips,equipped,equipping,equippings,,,,,,,,,,,,,
equipment,1105,equipment,equipment,equipments,,,,,,,,,,,,,,,,
equivalent,2099,equivalent,equivalent,equivalents,,,,,,,,,,,,,,,,
era,2123,era,era,eras,,,,,,,,,,,,,,,,
error,1547,error,error,errors,,,,,,,,,,,,,,,,
escape,1532,escape,escape,escapes,escaped,escaping,escapings,,,,,,,,,,,,,
escort,4974,escort,escort,escorts,escorted,escorting,escortings,,,,,,,,,,,,,
especially,510,especially,especially,,,,,,,,,,,,,,,,,
essay,2211,essay,essay,essays,essayed,essaying,essayings,,,,,,,,,,,,,
essence,3538,essence,essence,essences,,,,,,,,,,,,,,,,
essential,1340,essential,essential,essentials,,,,,,,,,,,,,,,,
essentially,2871,essentially,essentially,,,,,,,,,,,,,,,,,
establish,746,establish,establish,establishes,established,establishing,establishings,,,,,,,,,,,,,
establishment,2367,establishment,establishment,establishments,,,,,,,,,,,,,,,,
estate,1821,estate,estate,estates,,,,,,,,,,,,,,,,
estimate,1049,estimate,estimate,estimates,estimated,estimating,estimatings,,,,,,,,,,,,,
ethical,3833,ethical,ethical,ethicals,,,,,,,,,,,,,,,,
ethics,3323,ethics,ethics,ethic,,,,,,,,,,,,,,,,
ethnic,2415,ethnic,ethnic,ethnics,,,,,,,,,,,,,,,,
euro,4666,euro,euro,euros,,,,,,,,,,,,,,,,
evaluate,2189,evaluate,evaluate,evaluates,evaluated,evaluating,evaluatings,,,,,,,,,,,,,
evaluation,2504,evaluation,evaluation,evaluations,,,,,,,,,,,,,,,,
even,146,even,even,evened;evens,evened,,,,,,,,,,,,,,,
evening,729,evening,evening,evenings,,,,,,,,,,,,,,,,
event,492,event,event,events,,,,,,,,,,,,,,,,
eventually,1190,eventually,eventually,,,,,,,,,,,,,,,,,
ever,367,ever,ever,,,,,,,,,,,,,,,,,
every,230,every,every,,,,,,,,,,,,,,,,,
everybody,983,everybody,everybody,everybodies,,,,,,,,,,,,,,,,
everyday,2208,everyday,everyday,everydays,,,,,,,,,,,,,,,,
everyone,700,everyone,everyone,,,,,,,,,,,,,,,,,
everything,472,everything,everything,everythings,,,,,,,,,,,,,,,,
everywhere,1794,everywhere,everywhere,,,,,,,,,,,,,,,,,
evidence,642,evidence,evidence,evidences,evidenced,evidencing,evidencings,,,,,,,,,,,,,
evident,3062,evident,evident,evidents,,,,,,,,,,,,,,,,
evil,2240,evil,evil,evils,eviler,evilest,,,,,,,,,,,,,,
evolution,2472,evolution,evolution,evolutions,,,,,,,,,,,,,,,,
evolutionary,5049,evolutionary,evolutionary,,,,,,,,,,,,,,,,,
evolve,2586,evolve,evolve,evolves,evolved,evolving,evolvings,,,,,,,,,,,,,
ex,3122,ex,ex,exes,,,,,,,,,,,,,,,,
exact,2377,exact,exact,exacts,exacted,exacting,exactings,,,,,,,,,,,,,
exactly,720,exactly,exactly,,,,,,,,,,,,,,,,,
exam,2294,exam,exam,exams,,,,,,,,,,,,,,,,
examination,2016,examination,examination,examinations,,,,,,,,,,,,,,,,
examine,1154,examine,examine,examines,examined,examining,examinings,,,,,,,,,,,,,
example,285,example,example,examples,,,,,,,,,,,,,,,,
exceed,2558,exceed,exceed,exceeds,exceeded,exceeding,exceedings,,,,,,,,,,,,,
excellent,1213,excellent,excellent,,,,,,,,,,,,,,,,,
except,891,except,except,excepts,excepted,excepting,cept,,,,,,,,,,,,,
exception,1958,exception,exception,exceptions,,,,,,,,,,,,,,,,
exceptional,4216,exceptional,exceptional,exceptionals,,,,,,,,,,,,,,,,
excess,2693,excess,excess,excesses,,,,,,,,,,,,,,,,
excessive,3854,excessive,excessive,,,,,,,,,,,,,,,,,
exchange,1065,exchange,exchange,exchanges,exchanged,exchanging,exchangings,,,,,,,,,,,,,
excite,1192,excite,excite,excites,excited,exciting,excitings,,,,,,,,,,,,,
excitement,2791,excitement,excitement,excitements,,,,,,,,,,,,,,,,
exclude,2138,exclude,exclude,excludes,excluded,excluding,excludings,,,,,,,,,,,,,
exclusive,3229,exclusive,exclusive,exclusives,,,,,,,,,,,,,,,,
exclusively,3628,exclusively,exclusively,,,,,,,,,,,,,,,,,
excuse,1965,excuse,excuse,excuses,excused,excusing,excusings,,,,,,,,,,,,,
execute,2979,execute,execute,executes,executed,executing,executings,,,,,,,,,,,,,
execution,3301,execution,execution,executions,,,,,,,,,,,,,,,,
executive,1109,executive,executive,executives,,,,,,,,,,,,,,,,
exercise,967,exercise,exercise,exercises,exercised,exercising,exercisings,,,,,,,,,,,,,
exhaust,2719,exhaust,exhaust,exhausts,exhausted,exhausting,exhaustings,,,,,,,,,,,,,
exhibit,2046,exhibit,exhibit,exhibits,exhibited,exhibiting,exhibitings,,,,,,,,,,,,,
exhibition,1853,exhibition,exhibition,exhibitions,,,,,,,,,,,,,,,,
exist,643,exist,exist,exists,existed,existing,existings,,,,,,,,,,,,,
existence,1885,existence,existence,existences,,,,,,,,,,,,,,,,
exit,2929,exit,exit,exits,exited,exiting,exitings,,,,,,,,,,,,,
exotic,3877,exotic,exotic,exotics,,,,,,,,,,,,,,,,
expand,1371,expand,expand,expands,expanded,expanding,expandings,,,,,,,,,,,,,
expansion,2203,expansion,expansion,expansions,,,,,,,,,,,,,,,,
expect,364,expect,expect,expected;expects,expected;expecting,expecting;expectings,expectings,,,,,,,,,,,,,
expectation,1656,expectation,expectation,expectations,,,,,,,,,,,,,,,,
expenditure,2559,expenditure,expenditure,expenditures,,,,,,,,,,,,,,,,
expense,1581,expense,expense,expenses,expensed,expensing,expensings,,,,,,,,,,,,,
expensive,1111,expensive,expensive,,,,,,,,,,,,,,,,,
experience,314,experience,experience,experienced;experiences,experienced;experiencing,experiencing;experiencings,experiencings,,,,,,,,,,,,,
experiment,1393,experiment,experiment,experiments,experimented,experimenting,experimentings,,,,,,,,,,,,,
experimental,2794,experimental,experimental,experimentals,,,,,,,,,,,,,,,,
expert,1207,expert,expert,experts,,,,,,,,,,,,,,,,
expertise,3174,expertise,expertise,expertises,,,,,,,,,,,,,,,,
expire,5028,expire,expire,expires,expired,expiring,expirings,,,,,,,,,,,,,
explain,539,explain,explain,explained;explains,explained;explaining,explaining;explainings,explainings,,,,,,,,,,,,,
explanation,1678,explanation,explanation,explanations,,,,,,,,,,,,,,,,
explicit,3532,explicit,explicit,,,,,,,,,,,,,,,,,
explicitly,4126,explicitly,explicitly,,,,,,,,,,,,,,,,,
exploit,2951,exploit,exploit,exploits,exploited,exploiting,exploitings,,,,,,,,,,,,,
explore,1555,explore,explore,explores,explored,exploring,explorings,,,,,,,,,,,,,
export,1593,export,export,exports,exported,exporting,exportings,,,,,,,,,,,,,
expose,1823,expose,expose,exposes,exposed,exposing,exposings,,,,,,,,,,,,,
exposure,2357,exposure,exposure,exposures,,,,,,,,,,,,,,,,
express,868,express,express,expresses,expressed,expressing,expressings,,,,,,,,,,,,,
expression,1305,expression,expression,expressions,,,,,,,,,,,,,,,,
extend,1000,extend,extend,extends,extended,extending,extendings,,,,,,,,,,,,,
extension,2236,extension,extension,extensions,,,,,,,,,,,,,,,,
extensive,2281,extensive,extensive,,,,,,,,,,,,,,,,,
extent,1225,extent,extent,extents,,,,,,,,,,,,,,,,
external,2175,external,external,externals,,,,,,,,,,,,,,,,
extra,1108,extra,extra,extras,,,,,,,,,,,,,,,,
extract,2697,extract,extract,extracts,extracted,extracting,extractings,,,,,,,,,,,,,
extraordinary,2249,extraordinary,extraordinary,,,,,,,,,,,,,,,,,
extreme,1907,extreme,extreme,extremes,extremest,,,,,,,,,,,,,,,
extremely,1307,extremely,extremely,,,,,,,,,,,,,,,,,
eye,441,eye,eye,eyed;eyes,eyed;eyeing,eyeing;eyeings,eyeings,,,,,,,,,,,,,
fabric,3237,fabric,fabric,fabrics,,,,,,,,,,,,,,,,
face,299,face,face,faced;faces,faced;facing,facing;facings,facings,,,,,,,,,,,,,
facilitate,3078,facilitate,facilitate,facilitates,facilitated,facilitating,facilitatings,,,,,,,,,,,,,
facility,1003,facility,facility,facilities,,,,,,,,,,,,,,,,
fact,252,fact,fact,facts,,,,,,,,,,,,,,,,
factor,686,factor,factor,factors,factored,factoring,factorings,,,,,,,,,,,,,
factory,1580,factory,factory,factories,factorys,,,,,,,,,,,,,,,
faculty,3332,faculty,faculty,faculties,,,,,,,,,,,,,,,,
fade,2823,fade,fade,fades,faded,fading,fadings,,,,,,,,,,,,,
fail,761,fail,fail,fails,failed,failing,failings,,,,,,,,,,,,,
failure,1289,failure,failure,failures,,,,,,,,,,,,,,,,
fair,1130,fair,fair,faired;fairs,faired;fairing,fairer;fairing,fairer;fairest,fairest,,,,,,,,,,,,
fairly,1516,fairly,fairly,,,,,,,,,,,,,,,,,
faith,1736,faith,faith,faiths,,,,,,,,,,,,,,,,
faithfully,2841,faithfully,faithfully,,,,,,,,,,,,,,,,,
fall,370,fall,fall,falls;fell,falling;fell,fallen;falling,falled;fallen,falled,,,,,,,,,,,,
familiar,1495,familiar,familiar,familiars,,,,,,,,,,,,,,,,
family,222,family,family,families;familys,familys,,,,,,,,,,,,,,,
famous,1067,famous,famous,,,,,,,,,,,,,,,,,
fan,1356,fan,fan,fans,fanned,fanning,fannings,,,,,,,,,,,,,
fancy,2582,fancy,fancy,fancies,fancied,fancying,fanciest,,,,,,,,,,,,,
fantastic,2542,fantastic,fantastic,fantastics,,,,,,,,,,,,,,,,
far,295,far,far,farther;farthest,farthest,,,,,,,,,,,,,,,
fare,3098,fare,fare,fares,fared,faring,farings,,,,,,,,,,,,,
farm,1133,farm,farm,farms,farmed,farming,farmings,,,,,,,,,,,,,
farmer,1630,farmer,farmer,farmers,,,,,,,,,,,,,,,,
fascinate,2174,fascinate,fascinate,fascinates,fascinated,fascinating,fascinatings,,,,,,,,,,,,,
fashion,1465,fashion,fashion,fashions,fashioned,fashioning,fashionings,,,,,,,,,,,,,
fast,681,fast,fast,fasts,fasted,fasting,faster,fastest,fasters,,,,,,,,,,,
fat,1704,fat,fat,fats,fatter,fattest,,,,,,,,,,,,,,
father,498,father,father,fathered;fathers,fathered;fathering,fathering;fatherings,fatherings,,,,,,,,,,,,,
fault,2045,fault,fault,faults,faulted,faulting,faultings,,,,,,,,,,,,,
favor,1184,favor,favor,favors,favored,favoring,favour,favours,favoured,favouring,favourings,,,,,,,,,
favorable,3634,favorable,favorable,favourable,,,,,,,,,,,,,,,,
favorite,1050,favorite,favorite,favorites,favourite,favourites,,,,,,,,,,,,,,
fax,2876,fax,fax,faxes,faxed,faxing,faxings,,,,,,,,,,,,,
fear,843,fear,fear,fears,feared,fearing,fearings,,,,,,,,,,,,,
feature,685,feature,feature,features,featured,featuring,featurings,,,,,,,,,,,,,
federal,1173,federal,federal,federals,,,,,,,,,,,,,,,,
fee,1529,fee,fee,fees,,,,,,,,,,,,,,,,
feed,1199,feed,feed,feeds,fed,feeding,feeded,feedings,,,,,,,,,,,,
feedback,3008,feedback,feedback,feedbacks,,,,,,,,,,,,,,,,
feel,167,feel,feel,feels;felt,feeled;felt,feeled;feeling,feeling;feelings,feelings,,,,,,,,,,,,
fellow,1706,fellow,fellow,fellows,,,,,,,,,,,,,,,,
female,1011,female,female,females,,,,,,,,,,,,,,,,
fence,2718,fence,fence,fences,fenced,fencing,fencings,,,,,,,,,,,,,
ferry,4256,ferry,ferry,ferries,ferried,ferrying,ferryings,,,,,,,,,,,,,
fertility,5018,fertility,fertility,,,,,,,,,,,,,,,,,
festival,2265,festival,festival,festivals,,,,,,,,,,,,,,,,
fever,4122,fever,fever,fevers,fevered,,,,,,,,,,,,,,,
few,245,few,few,fewer;fewest,fewers;fewest,fewers;fewests,fewests,,,,,,,,,,,,,
fiber,3167,fiber,fiber,fibers,fibres,fibre,,,,,,,,,,,,,,
fiction,2729,fiction,fiction,fictions,,,,,,,,,,,,,,,,
field,590,field,field,fields,fielded,fielding,fieldings,,,,,,,,,,,,,
fifteen,32,fifteen,fifteen,fifteens,fifteenth,fifteenths,,,,,,,,,,,,,,
fifty,40,fifty,fifty,fiftys,fifties,fiftieth,fiftieths,,,,,,,,,,,,,
fight,645,fight,fight,fights,fought,fighting,fightings,,,,,,,,,,,,,
figure,407,figure,figure,figured;figures,figured;figuring,figuring;figurings,figurings,,,,,,,,,,,,,
file,885,file,file,files,filed,filing,filings,,,,,,,,,,,,,
fill,895,fill,fill,filled;fills,filled;filling,filling;fillings,fillings,,,,,,,,,,,,,
film,483,film,film,films,filmed,filming,filmings,,,,,,,,,,,,,
filter,2769,filter,filter,filters,filtered,filtering,filterings,,,,,,,,,,,,,
final,748,final,final,finals,,,,,,,,,,,,,,,,
finally,549,finally,finally,,,,,,,,,,,,,,,,,
finance,1429,finance,finance,finances,financed,financing,financings,,,,,,,,,,,,,
financial,694,financial,financial,financials,,,,,,,,,,,,,,,,
find,131,find,find,finds;found,finding;found,finded,finding;findings,findings,,,,,,,,,,,,
fine,647,fine,fine,fined;fines,fined;fining,finer;fining,finer;finest,finest,,,,,,,,,,,,
finger,1553,finger,finger,fingers,fingered,fingering,fingerings,,,,,,,,,,,,,
finish,659,finish,finish,finished;finishes,finished;finishing,finishing;finishings,finishings,,,,,,,,,,,,,
fire,663,fire,fire,fired;fires,fired;firing,firing;firings,firings,,,,,,,,,,,,,
firm,678,firm,firm,firms,firmed,firming,firmer,firmest,,,,,,,,,,,,
firmly,2685,firmly,firmly,,,,,,,,,,,,,,,,,
first,128,first,first,firsts,,,,,,,,,,,,,,,,
firstly,2715,firstly,firstly,,,,,,,,,,,,,,,,,
fiscal,2990,fiscal,fiscal,fiscals,,,,,,,,,,,,,,,,
fish,878,fish,fish,fishes,fished,fishing,fishings,,,,,,,,,,,,,
fit,750,fit,fit,fits;fitted,fitted;fitting,fitter;fitting,fitter;fittest,fittest;fittings,fittings,,,,,,,,,,,
fitness,3244,fitness,fitness,fitnesses,,,,,,,,,,,,,,,,
five,22,five,five,fives,fifth,fifths,,,,,,,,,,,,,,
fix,1023,fix,fix,fixes,fixed,fixing,fixings,,,,,,,,,,,,,
flag,2640,flag,flag,flags,flagged,flagging,flaggings,,,,,,,,,,,,,
flash,2535,flash,flash,flashes,flashed,flashing,flashings,,,,,,,,,,,,,
flat,1127,flat,flat,flats,flatted,flatting,flattings,flattest,,,,,,,,,,,,
flavor,3248,flavor,flavor,flavors,flavored,flavoring,flavorings,flavour,flavoured,flavouring,flavours,flavorings,flavourings,,,,,,,
flaw,4028,flaw,flaw,flaws,flawed,,,,,,,,,,,,,,,
fleet,3801,fleet,fleet,fleets,fleeted,fleeting,fleetings,fleeter,fleetest,,,,,,,,,,,
flesh,3653,flesh,flesh,fleshes,fleshed,fleshing,fleshings,,,,,,,,,,,,,
flexibility,3240,flexibility,flexibility,flexibilities,,,,,,,,,,,,,,,,
flexible,2770,flexible,flexible,flexibles,,,,,,,,,,,,,,,,
flight,1269,flight,flight,flights,flighted,flighting,flightings,,,,,,,,,,,,,
flip,3857,flip,flip,flips,flipped,flipping,flippings,,,,,,,,,,,,,
float,2466,float,float,floats,floated,floating,floatings,,,,,,,,,,,,,
flood,2324,flood,flood,floods,flooded,flooding,floodings,,,,,,,,,,,,,
floor,801,floor,floor,floored;floors,floored;flooring,flooring;floorings,floorings,,,,,,,,,,,,,
flour,5047,flour,flour,flours,floured,flouring,flourings,,,,,,,,,,,,,
flow,1129,flow,flow,flows,flowed,flowing,flowings,,,,,,,,,,,,,
flower,1351,flower,flower,flowers,flowered,flowering,flowerings,,,,,,,,,,,,,
flu,4465,flu,flu,,,,,,,,,,,,,,,,,
fluctuate,4829,fluctuate,fluctuate,fluctuates,fluctuated,fluctuating,fluctuatings,,,,,,,,,,,,,
fluid,3230,fluid,fluid,fluids,,,,,,,,,,,,,,,,
fly,931,fly,fly,flies,flew,flying,flown,flys,,,,,,,,,,,,
focus,600,focus,focus,focused;focuses,focused;focusing,focusing;focussed,focuss;focussed,focuss;focusses,focusses;focussing,focussing;focussings,focussings,,,,,,,,,
fold,2605,fold,fold,folds,folded,folding,foldings,,,,,,,,,,,,,
folk,1725,folk,folk,folks,,,,,,,,,,,,,,,,
follow,238,follow,follow,followed;follows,followed;following,following;followings,followings,,,,,,,,,,,,,
food,417,food,food,foods,,,,,,,,,,,,,,,,
fool,2815,fool,fool,fools,fooled,fooling,foolings,,,,,,,,,,,,,
foot,626,foot,foot,footed;foots,footed;footing,feet;footing,feet;footings,footings,,,,,,,,,,,,
football,1267,football,football,footballs,footballing,,,,,,,,,,,,,,,
for,62,for,for,,,,,,,,,,,,,,,,,
forbid,3547,forbid,forbid,forbids,forbade,forbidding,forbidden,,,,,,,,,,,,,
force,396,force,force,forced;forces,forced;forcing,forcing;forcings,forcings,,,,,,,,,,,,,
forecast,2419,forecast,forecast,forecasts,forecasted,forecasting,forecastings,,,,,,,,,,,,,
foreign,683,foreign,foreign,,,,,,,,,,,,,,,,,
forest,1577,forest,forest,forests,forested,foresting,forestings,,,,,,,,,,,,,
forever,2557,forever,forever,forevers,,,,,,,,,,,,,,,,
forget,701,forget,forget,forgets;forgot,forgetting;forgot,forgetting;forgotten,forgotten,,,,,,,,,,,,,
fork,4162,fork,fork,forks,forked,forking,forkings,,,,,,,,,,,,,
form,307,form,form,formed;forms,formed;forming,forming;formings,formings,,,,,,,,,,,,,
formal,1750,formal,formal,formals,,,,,,,,,,,,,,,,
formally,3721,formally,formally,,,,,,,,,,,,,,,,,
format,2519,format,format,formats,formatted,formatting,formattings,,,,,,,,,,,,,
formation,2362,formation,formation,formations,,,,,,,,,,,,,,,,
former,649,former,former,formers,,,,,,,,,,,,,,,,
formula,2151,formula,formula,formulas,formulae,,,,,,,,,,,,,,,
forth,1910,forth,forth,,,,,,,,,,,,,,,,,
fortunate,2850,fortunate,fortunate,,,,,,,,,,,,,,,,,
fortunately,3087,fortunately,fortunately,,,,,,,,,,,,,,,,,
fortune,2566,fortune,fortune,fortunes,,,,,,,,,,,,,,,,
forty,39,forty,forty,fortys,forties,fortieth,fortieths,,,,,,,,,,,,,
forum,4311,forum,forum,forums,fora,,,,,,,,,,,,,,,
forward,502,forward,forward,forwarded;forwards,forwarded;forwarding,foreward;forwarding,foreward;forewards,forewarded;forewards,forewarded;forewarding,forewarding;forewardings,forewardings,,,,,,,,,
fossil,4790,fossil,fossil,fossils,,,,,,,,,,,,,,,,
foster,3151,foster,foster,fosters,fostered,fostering,fosterings,,,,,,,,,,,,,
foundation,2227,foundation,foundation,foundations,,,,,,,,,,,,,,,,
founder,2962,founder,founder,founders,foundered,foundering,founderings,,,,,,,,,,,,,
four,21,four,four,fours,fourth,fourths,,,,,,,,,,,,,,
fraction,3320,fraction,fraction,fractions,,,,,,,,,,,,,,,,
fragment,2834,fragment,fragment,fragments,fragmented,fragmenting,fragmentings,,,,,,,,,,,,,
frame,1561,frame,frame,frames,framed,framing,framings,,,,,,,,,,,,,
framework,2094,framework,framework,frameworks,,,,,,,,,,,,,,,,
franchise,4553,franchise,franchise,franchises,franchised,franchising,franchisings,,,,,,,,,,,,,
free,445,free,free,freed;frees,freed;freeing,freeing;freer,freer;freest,freest,,,,,,,,,,,,
freedom,1449,freedom,freedom,freedoms,,,,,,,,,,,,,,,,
freely,3638,freely,freely,,,,,,,,,,,,,,,,,
freeze,1906,freeze,freeze,freezes,froze,freezing,frozen,freezed,,,,,,,,,,,,
frequency,2345,frequency,frequency,frequencies,,,,,,,,,,,,,,,,
frequent,2459,frequent,frequent,frequents,frequented,frequenting,frequentings,,,,,,,,,,,,,
frequently,1761,frequently,frequently,,,,,,,,,,,,,,,,,
fresh,1359,fresh,fresh,fresher,freshest,freshers,,,,,,,,,,,,,,
friend,258,friend,friend,friends,,,,,,,,,,,,,,,,
friendly,1588,friendly,friendly,friendlier,friendliest,friendlies,,,,,,,,,,,,,,
friendship,2536,friendship,friendship,friendships,,,,,,,,,,,,,,,,
frighten,2246,frighten,frighten,frightens,frightened,frightening,frightenings,,,,,,,,,,,,,
fringe,4645,fringe,fringe,fringes,fringed,fringing,fringings,,,,,,,,,,,,,
from,76,from,from,,,,,,,,,,,,,,,,,
front,538,front,front,fronted;fronts,fronted;fronting,fronting;frontings,frontings,,,,,,,,,,,,,
fruit,1690,fruit,fruit,fruits,fruited,fruiting,fruitings,,,,,,,,,,,,,
