0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
educational,educationals,,,,,,,,,,,,,,,,
effect,effected;effects,effected;effecting,effecting;effectings,effectings,,,,,,,,,,,,,
effective,,,,,,,,,,,,,,,,,
effectively,,,,,,,,,,,,,,,,,
efficiency,efficiencies,,,,,,,,,,,,,,,,
efficient,,,,,,,,,,,,,,,,,
effort,efforts,,,,,,,,,,,,,,,,
egg,eggs,egged,egging,eggings,,,,,,,,,,,,,
either,,,,,,,,,,,,,,,,,
elderly,,,,,,,,,,,,,,,,,
elect,elects,elected,electing,electings,,,,,,,,,,,,,
election,elections,,,,,,,,,,,,,,,,
electric,electrics,,,,,,,,,,,,,,,,
electricity,electricities,,,,,,,,,,,,,,,,
electronic,electronics,,,,,,,,,,,,,,,,
element,elements,,,,,,,,,,,,,,,,
eliminate,eliminates,eliminated,eliminating,eliminatings,,,,,,,,,,,,,
else,,,,,,,,,,,,,,,,,
elsewhere,,,,,,,,,,,,,,,,,
email,emails,emailed,emailing,emailings,e-mail,e-mails,e-mailed,e-mailing,e-mailings,,,,,,,,
embarrass,embarrasses,embarrassed,embarrassing,embarrassings,,,,,,,,,,,,,
embrace,embraces,embraced,embracing,embracings,,,,,,,,,,,,,
emerge,emerges,emerged,emerging,emergings,,,,,,,,,,,,,
emergency,emergencies,,,,,,,,,,,,,,,,
emotion,emotions,,,,,,,,,,,,,,,,
emotional,emotionals,,,,,,,,,,,,,,,,
emphasis,emphases,,,,,,,,,,,,,,,,
emphasize,emphasizes,emphasized,emphasizing,emphasise,emphasises,emphasised,emphasising,emphasisings,,,,,,,,,
empire,empires,,,,,,,,,,,,,,,,
employ,employs,employed,employing,employings,,,,,,,,,,,,,
employee,employees,,,,,,,,,,,,,,,,
employer,employers,,,,,,,,,,,,,,,,
employment,employments,,,,,,,,,,,,,,,,
empty,empties,emptied,emptying,emptier,emptiest,,,,,,,,,,,,
enable,enables,enabled,enabling,enablings,,,,,,,,,,,,,
encounter,encounters,encountered,encountering,encounterings,,,,,,,,,,,,,
encourage,encourages,encouraged,encouraging,encourageing,encourageings,,,,,,,,,,,,
end,ended;ends,ended;ending,ending;endings,endings,,,,,,,,,,,,,
enemy,enemies,,,,,,,,,,,,,,,,
energy,energies,,,,,,,,,,,,,,,,
engage,engages,engaged,engaging,engagings,,,,,,,,,,,,,
engine,engines,,,,,,,,,,,,,,,,
engineer,engineers,engineered,engineering,engineerings,,,,,,,,,,,,,
enhance,enhances,enhanced,enhancing,enhancings,,,,,,,,,,,,,
enjoy,enjoyed;enjoys,enjoyed;enjoying,enjoying;enjoyings,enjoyings,,,,,,,,,,,,,
enormous,,,,,,,,,,,,,,,,,
enough,,,,,,,,,,,,,,,,,
ensure,ensures,ensured,ensuring,ensurings,,,,,,,,,,,,,
enter,enters,entered,entering,enterings,,,,,,,,,,,,,
enterprise,enterprises,enterprising,enterprisings,,,,,,,,,,,,,,
entertain,entertains,entertained,entertaining,entertainings,,,,,,,,,,,,,
entertainment,entertainments,,,,,,,,,,,,,,,,
entire,,,,,,,,,,,,,,,,,
entirely,,,,,,,,,,,,,,,,,
entitle,entitles,entitled,entitling,entitlings,,,,,,,,,,,,,
entrance,entrances,entranced,entrancing,entrancings,,,,,,,,,,,,,
entry,entries,,,,,,,,,,,,,,,,
envelope,envelopes,,,,,,,,,,,,,,,,
environment,environments,,,,,,,,,,,,,,,,
environmental,environmentals,,,,,,,,,,,,,,,,
episode,episodes,,,,,,,,,,,,,,,,
equal,equals,equaled,equaling,equalled,equalling,equallings,,,,,,,,,,,
equally,,,,,,,,,,,,,,,,,
equation,equations,,,,,,,,,,,,,,,,
equipment,equipments,,,,,,,,,,,,,,,,
equivalent,equivalents,,,,,,,,,,,,,,,,
era,eras,,,,,,,,,,,,,,,,
error,errors,,,,,,,,,,,,,,,,
escape,escapes,escaped,escaping,escapings,,,,,,,,,,,,,
especially,,,,,,,,,,,,,,,,,
essay,essays,essayed,essaying,essayings,,,,,,,,,,,,,
essential,essentials,,,,,,,,,,,,,,,,
establish,establishes,established,establishing,establishings,,,,,,,,,,,,,
establishment,establishments,,,,,,,,,,,,,,,,
estate,estates,,,,,,,,,,,,,,,,
estimate,estimates,estimated,estimating,estimatings,,,,,,,,,,,,,
ethnic,ethnics,,,,,,,,,,,,,,,,
evaluate,evaluates,evaluated,evaluating,evaluatings,,,,,,,,,,,,,
evaluation,evaluations,,,,,,,,,,,,,,,,
even,evened;evens,evened,,,,,,,,,,,,,,,
evening,evenings,,,,,,,,,,,,,,,,
event,events,,,,,,,,,,,,,,,,
eventually,,,,,,,,,,,,,,,,,
ever,,,,,,,,,,,,,,,,,
every,,,,,,,,,,,,,,,,,
everybody,everybodies,,,,,,,,,,,,,,,,
everyday,everydays,,,,,,,,,,,,,,,,
everyone,,,,,,,,,,,,,,,,,
everything,everythings,,,,,,,,,,,,,,,,
everywhere,,,,,,,,,,,,,,,,,
evidence,evidences,evidenced,evidencing,evidencings,,,,,,,,,,,,,
evil,evils,eviler,evilest,,,,,,,,,,,,,,
evolution,evolutions,,,,,,,,,,,,,,,,
evolve,evolves,evolved,evolving,evolvings,,,,,,,,,,,,,
exact,exacts,exacted,exacting,exactings,,,,,,,,,,,,,
exactly,,,,,,,,,,,,,,,,,
exam,exams,,,,,,,,,,,,,,,,
examination,examinations,,,,,,,,,,,,,,,,
examine,examines,examined,examining,examinings,,,,,,,,,,,,,
example,examples,,,,,,,,,,,,,,,,
exceed,exceeds,exceeded,exceeding,exceedings,,,,,,,,,,,,,
excellent,,,,,,,,,,,,,,,,,
except,excepts,excepted,excepting,cept,,,,,,,,,,,,,
exception,exceptions,,,,,,,,,,,,,,,,
excess,excesses,,,,,,,,,,,,,,,,
exchange,exchanges,exchanged,exchanging,exchangings,,,,,,,,,,,,,
excite,excites,excited,exciting,excitings,,,,,,,,,,,,,
excitement,excitements,,,,,,,,,,,,,,,,
exclude,excludes,excluded,excluding,excludings,,,,,,,,,,,,,
excuse,excuses,excused,excusing,excusings,,,,,,,,,,,,,
executive,executives,,,,,,,,,,,,,,,,
exercise,exercises,exercised,exercising,exercisings,,,,,,,,,,,,,
exhaust,exhausts,exhausted,exhausting,exhaustings,,,,,,,,,,,,,
exhibit,exhibits,exhibited,exhibiting,exhibitings,,,,,,,,,,,,,
exhibition,exhibitions,,,,,,,,,,,,,,,,
exist,exists,existed,existing,existings,,,,,,,,,,,,,
existence,existences,,,,,,,,,,,,,,,,
expand,expands,expanded,expanding,expandings,,,,,,,,,,,,,
expansion,expansions,,,,,,,,,,,,,,,,
expect,expected;expects,expected;expecting,expecting;expectings,expectings,,,,,,,,,,,,,
expectation,expectations,,,,,,,,,,,,,,,,
expenditure,expenditures,,,,,,,,,,,,,,,,
expense,expenses,expensed,expensing,expensings,,,,,,,,,,,,,
expensive,,,,,,,,,,,,,,,,,
experience,experienced;experiences,experienced;experiencing,experiencing;experiencings,experiencings,,,,,,,,,,,,,
experiment,experiments,experimented,experimenting,experimentings,,,,,,,,,,,,,
experimental,experimentals,,,,,,,,,,,,,,,,
expert,experts,,,,,,,,,,,,,,,,
explain,explained;explains,explained;explaining,explaining;explainings,explainings,,,,,,,,,,,,,
explanation,explanations,,,,,,,,,,,,,,,,
explore,explores,explored,exploring,explorings,,,,,,,,,,,,,
export,exports,exported,exporting,exportings,,,,,,,,,,,,,
expose,exposes,exposed,exposing,exposings,,,,,,,,,,,,,
exposure,exposures,,,,,,,,,,,,,,,,
express,expresses,expressed,expressing,expressings,,,,,,,,,,,,,
expression,expressions,,,,,,,,,,,,,,,,
extend,extends,extended,extending,extendings,,,,,,,,,,,,,
extension,extensions,,,,,,,,,,,,,,,,
extensive,,,,,,,,,,,,,,,,,
extent,extents,,,,,,,,,,,,,,,,
external,externals,,,,,,,,,,,,,,,,
extra,extras,,,,,,,,,,,,,,,,
extract,extracts,extracted,extracting,extractings,,,,,,,,,,,,,
extraordinary,,,,,,,,,,,,,,,,,
extreme,extremes,extremest,,,,,,,,,,,,,,,
extremely,,,,,,,,,,,,,,,,,
eye,eyed;eyes,eyed;eyeing,eyeing;eyeings,eyeings,,,,,,,,,,,,,
face,faced;faces,faced;facing,facing;facings,facings,,,,,,,,,,,,,
facility,facilities,,,,,,,,,,,,,,,,
fact,facts,,,,,,,,,,,,,,,,
factor,factors,factored,factoring,factorings,,,,,,,,,,,,,
factory,factories,factorys,,,,,,,,,,,,,,,
fade,fades,faded,fading,fadings,,,,,,,,,,,,,
fail,fails,failed,failing,failings,,,,,,,,,,,,,
failure,failures,,,,,,,,,,,,,,,,
fair,faired;fairs,faired;fairing,fairer;fairing,fairer;fairest,fairest,,,,,,,,,,,,
fairly,,,,,,,,,,,,,,,,,
faith,faiths,,,,,,,,,,,,,,,,
faithfully,,,,,,,,,,,,,,,,,
fall,falls;fell,falling;fell,fallen;falling,falled;fallen,falled,,,,,,,,,,,,
FALSE,falser,falsest,,,,,,,,,,,,,,,
familiar,familiars,,,,,,,,,,,,,,,,
family,families;familys,familys,,,,,,,,,,,,,,,
famous,,,,,,,,,,,,,,,,,
fan,fans,fanned,fanning,fannings,,,,,,,,,,,,,
fancy,fancies,fancied,fancying,fanciest,,,,,,,,,,,,,
fantastic,fantastics,,,,,,,,,,,,,,,,
far,farther;farthest,farthest,,,,,,,,,,,,,,,
farm,farms,farmed,farming,farmings,,,,,,,,,,,,,
farmer,farmers,,,,,,,,,,,,,,,,
fascinate,fascinates,fascinated,fascinating,fascinatings,,,,,,,,,,,,,
fashion,fashions,fashioned,fashioning,fashionings,,,,,,,,,,,,,
fast,fasts,fasted,fasting,faster,fastest,fasters,,,,,,,,,,,
fat,fats,fatter,fattest,,,,,,,,,,,,,,
father,fathered;fathers,fathered;fathering,fathering;fatherings,fatherings,,,,,,,,,,,,,
fault,faults,faulted,faulting,faultings,,,,,,,,,,,,,
favor,favors,favored,favoring,favour,favours,favoured,favouring,favourings,,,,,,,,,
favorite,favorites,favourite,favourites,,,,,,,,,,,,,,
fear,fears,feared,fearing,fearings,,,,,,,,,,,,,
feature,features,featured,featuring,featurings,,,,,,,,,,,,,
federal,federals,,,,,,,,,,,,,,,,
fee,fees,,,,,,,,,,,,,,,,
feed,feeds,fed,feeding,feeded,feedings,,,,,,,,,,,,
feel,feels;felt,feeled;felt,feeled;feeling,feeling;feelings,feelings,,,,,,,,,,,,
fellow,fellows,,,,,,,,,,,,,,,,
female,females,,,,,,,,,,,,,,,,
fence,fences,fenced,fencing,fencings,,,,,,,,,,,,,
festival,festivals,,,,,,,,,,,,,,,,
few,fewer;fewest,fewers;fewest,fewers;fewests,fewests,,,,,,,,,,,,,
fiction,fictions,,,,,,,,,,,,,,,,
field,fields,fielded,fielding,fieldings,,,,,,,,,,,,,
fight,fights,fought,fighting,fightings,,,,,,,,,,,,,
figure,figured;figures,figured;figuring,figuring;figurings,figurings,,,,,,,,,,,,,
file,files,filed,filing,filings,,,,,,,,,,,,,
fill,filled;fills,filled;filling,filling;fillings,fillings,,,,,,,,,,,,,
film,films,filmed,filming,filmings,,,,,,,,,,,,,
filter,filters,filtered,filtering,filterings,,,,,,,,,,,,,
final,finals,,,,,,,,,,,,,,,,
finally,,,,,,,,,,,,,,,,,
finance,finances,financed,financing,financings,,,,,,,,,,,,,
financial,financials,,,,,,,,,,,,,,,,
find,finds;found,finding;found,finded,finding;findings,findings,,,,,,,,,,,,
fine,fined;fines,fined;fining,finer;fining,finer;finest,finest,,,,,,,,,,,,
finger,fingers,fingered,fingering,fingerings,,,,,,,,,,,,,
finish,finished;finishes,finished;finishing,finishing;finishings,finishings,,,,,,,,,,,,,
fire,fired;fires,fired;firing,firing;firings,firings,,,,,,,,,,,,,
firm,firms,firmed,firming,firmer,firmest,,,,,,,,,,,,
firmly,,,,,,,,,,,,,,,,,
first,firsts,,,,,,,,,,,,,,,,
firstly,,,,,,,,,,,,,,,,,
fish,fishes,fished,fishing,fishings,,,,,,,,,,,,,
fit,fits;fitted,fitted;fitting,fitter;fitting,fitter;fittest,fittest;fittings,fittings,,,,,,,,,,,
fix,fixes,fixed,fixing,fixings,,,,,,,,,,,,,
flag,flags,flagged,flagging,flaggings,,,,,,,,,,,,,
flash,flashes,flashed,flashing,flashings,,,,,,,,,,,,,
flat,flats,flatted,flatting,flattings,flattest,,,,,,,,,,,,
flexible,flexibles,,,,,,,,,,,,,,,,
flight,flights,flighted,flighting,flightings,,,,,,,,,,,,,
float,floats,floated,floating,floatings,,,,,,,,,,,,,
flood,floods,flooded,flooding,floodings,,,,,,,,,,,,,
floor,floored;floors,floored;flooring,flooring;floorings,floorings,,,,,,,,,,,,,
flow,flows,flowed,flowing,flowings,,,,,,,,,,,,,
flower,flowers,flowered,flowering,flowerings,,,,,,,,,,,,,
fly,flies,flew,flying,flown,flys,,,,,,,,,,,,
focus,focused;focuses,focused;focusing,focusing;focussed,focuss;focussed,focuss;focusses,focusses;focussing,focussing;focussings,focussings,,,,,,,,,
fold,folds,folded,folding,foldings,,,,,,,,,,,,,
folk,folks,,,,,,,,,,,,,,,,
follow,followed;follows,followed;following,following;followings,followings,,,,,,,,,,,,,
food,foods,,,,,,,,,,,,,,,,
fool,fools,fooled,fooling,foolings,,,,,,,,,,,,,
foot,footed;foots,footed;footing,feet;footing,feet;footings,footings,,,,,,,,,,,,
football,footballs,footballing,,,,,,,,,,,,,,,
for,,,,,,,,,,,,,,,,,
force,forced;forces,forced;forcing,forcing;forcings,forcings,,,,,,,,,,,,,
forecast,forecasts,forecasted,forecasting,forecastings,,,,,,,,,,,,,
foreign,,,,,,,,,,,,,,,,,
forest,forests,forested,foresting,forestings,,,,,,,,,,,,,
forever,forevers,,,,,,,,,,,,,,,,
forget,forgets;forgot,forgetting;forgot,forgetting;forgotten,forgotten,,,,,,,,,,,,,
form,formed;forms,formed;forming,forming;formings,formings,,,,,,,,,,,,,
formal,formals,,,,,,,,,,,,,,,,
format,formats,formatted,formatting,formattings,,,,,,,,,,,,,
formation,formations,,,,,,,,,,,,,,,,
former,formers,,,,,,,,,,,,,,,,
formula,formulas,formulae,,,,,,,,,,,,,,,
forth,,,,,,,,,,,,,,,,,
fortunate,,,,,,,,,,,,,,,,,
fortune,fortunes,,,,,,,,,,,,,,,,
forward,forwarded;forwards,forwarded;forwarding,foreward;forwarding,foreward;forewards,forewarded;forewards,forewarded;forewarding,forewarding;forewardings,forewardings,,,,,,,,,
found,found;founded,founded;founds,founding;founds,founding;foundings,foundings,,,,,,,,,,,,
foundation,foundations,,,,,,,,,,,,,,,,
fragment,fragments,fragmented,fragmenting,fragmentings,,,,,,,,,,,,,
frame,frames,framed,framing,framings,,,,,,,,,,,,,
framework,frameworks,,,,,,,,,,,,,,,,
free,freed;frees,freed;freeing,freeing;freer,freer;freest,freest,,,,,,,,,,,,
freedom,freedoms,,,,,,,,,,,,,,,,
freeze,freezes,froze,freezing,frozen,freezed,,,,,,,,,,,,
frequency,frequencies,,,,,,,,,,,,,,,,
frequent,frequents,frequented,frequenting,frequentings,,,,,,,,,,,,,
frequently,,,,,,,,,,,,,,,,,
fresh,fresher,freshest,freshers,,,,,,,,,,,,,,
friend,friends,,,,,,,,,,,,,,,,
friendly,friendlier,friendliest,friendlies,,,,,,,,,,,,,,
friendship,friendships,,,,,,,,,,,,,,,,
frighten,frightens,frightened,frightening,frightenings,,,,,,,,,,,,,
from,,,,,,,,,,,,,,,,,
front,fronted;fronts,fronted;fronting,fronting;frontings,frontings,,,,,,,,,,,,,
fruit,fruits,fruited,fruiting,fruitings,,,,,,,,,,,,,
fuel,fuels,fueled,fueling,fuelings,fuelled,fuelling,fuellings,,,,,,,,,,
fulfill,fulfills,fulfilled,fulfilling,fulfil,fulfils,fulfiled,fulfiling,fulfilings,,,,,,,,,
full,fulled;fulls,fulled;fulling,fuller;fulling,fuller;fullest,fullest,,,,,,,,,,,,
fully,,,,,,,,,,,,,,,,,
fun,,,,,,,,,,,,,,,,,
function,functions,functioned,functioning,functionings,,,,,,,,,,,,,
functional,functionals,,,,,,,,,,,,,,,,
fund,funded;funds,funded;funding,funding;fundings,fundings,,,,,,,,,,,,,
fundamental,fundamentals,,,,,,,,,,,,,,,,
funny,funnier;funniest,funniest,,,,,,,,,,,,,,,
furniture,furnitures,,,,,,,,,,,,,,,,
further,furthered;furthers,furthered;furthering,furthering;furtherings,furtherings;futherer,furtherest;futherer,furtherest,,,,,,,,,,,
furthermore,,,,,,,,,,,,,,,,,
future,futures,,,,,,,,,,,,,,,,
gain,gains,gained,gaining,gainings,,,,,,,,,,,,,
gallery,galleries,,,,,,,,,,,,,,,,
game,gamed;games,gamed;gaming,gaming;gamings,gamings,,,,,,,,,,,,,
gap,gaps,gapped,gapping,gappings,,,,,,,,,,,,,
garden,gardens,gardened,gardening,gardenings,,,,,,,,,,,,,
gas,gases,gassed,gassing,gasses,,,,,,,,,,,,,
gate,gates,gated,gating,gatings,,,,,,,,,,,,,
gather,gathers,gathered,gathering,gatherings,,,,,,,,,,,,,
gay,gayer,gayest,gays,,,,,,,,,,,,,,
gaze,gazes,gazed,gazing,gazings,,,,,,,,,,,,,
gear,gears,geared,gearing,gearings,,,,,,,,,,,,,
gender,genders,gendered,,,,,,,,,,,,,,,
gene,genes,,,,,,,,,,,,,,,,
general,generals,,,,,,,,,,,,,,,,
generally,,,,,,,,,,,,,,,,,
generate,generates,generated,generating,generatings,,,,,,,,,,,,,
generation,generations,,,,,,,,,,,,,,,,
genetic,,,,,,,,,,,,,,,,,
gentle,gentles,gentled,gentling,gentler,gentlest,,,,,,,,,,,,
gentleman,gentlemen,gentlemans,,,,,,,,,,,,,,,
gently,,,,,,,,,,,,,,,,,
genuine,,,,,,,,,,,,,,,,,
gesture,gestures,gestured,gesturing,gesturings,,,,,,,,,,,,,
get,gets;got,getting;got,getting;gotten,gettin;gotten,gettin;gotta,gotta,,,,,,,,,,,
giant,giants,,,,,,,,,,,,,,,,
gift,gifts,gifted,gifting,giftings,,,,,,,,,,,,,
girl,girls,,,,,,,,,,,,,,,,
give,gave;gives,gave;giving,given;giving,gived;given,gived;giveing,giveing;giveth,giveth,,,,,,,,,,
glad,gladder,gladdest,,,,,,,,,,,,,,,
glance,glances,glanced,glancing,glancings,,,,,,,,,,,,,
glass,glasses,glassed,glassing,glassings,,,,,,,,,,,,,
global,globals,,,,,,,,,,,,,,,,
go,goes;went,going;went,going;gone,goin;gone,goin;gonna,gonna;gunna,goings;gunna,goings,,,,,,,,,
goal,goals,,,,,,,,,,,,,,,,
god,gods,,,,,,,,,,,,,,,,
gold,golds,,,,,,,,,,,,,,,,
golden,,,,,,,,,,,,,,,,,
golf,golfs,golfed,golfing,golfings,,,,,,,,,,,,,
good,better;goodest,best;better,best,,,,,,,,,,,,,,
govern,governs,governed,governing,governings,,,,,,,,,,,,,
government,governments;govt,govt,,,,,,,,,,,,,,,
governor,governors,,,,,,,,,,,,,,,,
grab,grabs,grabbed,grabbing,grabbings,,,,,,,,,,,,,
grade,graded;grades,graded;grading,grading;gradings,gradings,,,,,,,,,,,,,
gradually,,,,,,,,,,,,,,,,,
graduate,graduates,graduated,graduating,graduatings,,,,,,,,,,,,,
grain,grains,grained,graining,grainings,,,,,,,,,,,,,
grammar,grammars,,,,,,,,,,,,,,,,
grand,grander,grandest,,,,,,,,,,,,,,,
grandmother,grandmothers,,,,,,,,,,,,,,,,
grant,grants,granted,granting,grantings,,,,,,,,,,,,,
grass,grasses,grassed,grassing,grassings,,,,,,,,,,,,,
grateful,,,,,,,,,,,,,,,,,
gray,grays,grayed,graying,grayer,grayest,grey,greys,greyed,greying,greyer,greyest,,,,,,
great,greater;greatest,greatest;greats,greats,,,,,,,,,,,,,,
greatly,,,,,,,,,,,,,,,,,
green,greens,greened,greening,greener,greenest,,,,,,,,,,,,
greet,greets,greeted,greeting,greetings,,,,,,,,,,,,,
grin,grins,grinned,grinning,grinnings,,,,,,,,,,,,,
ground,grounds,grounded,grounding,groundings,,,,,,,,,,,,,
group,grouped;groups,grouped;grouping,grouping;groupings,groupings,,,,,,,,,,,,,
grow,grew;grows,grew;growing,growing;grown,growed;grown,growed,,,,,,,,,,,,
growth,growths,,,,,,,,,,,,,,,,
guarantee,guarantees,guaranteed,guaranteeing,guaranteeings,guaranty,guaranties,guarantying,guarantied,,,,,,,,,
guard,guards,guarded,guarding,guardings,,,,,,,,,,,,,
guess,guessed;guesses,guessed;guessing,guessing;guessings,guessings,,,,,,,,,,,,,
guest,guests,guested,guesting,guestings,,,,,,,,,,,,,
guide,guides,guided,guiding,guidings,,,,,,,,,,,,,
guideline,guidelines,,,,,,,,,,,,,,,,
guilty,guiltier,guiltiest,,,,,,,,,,,,,,,
guitar,guitars,,,,,,,,,,,,,,,,
gun,guns,gunned,gunning,gunnings,,,,,,,,,,,,,
guy,guyed;guys,guyed;guying,guying;guyings,guyings,,,,,,,,,,,,,
habit,habits,habited,,,,,,,,,,,,,,,
hair,haired;hairs,haired,,,,,,,,,,,,,,,
half,halfs;halves,halfed;halfs,halfed;halfing,halfing;halfings,halfings;halved,halved;halving,halving;halvings,halvings,,,,,,,,,
hall,halls,,,,,,,,,,,,,,,,
hand,handed;hands,handed;handing,handing;handings,handings,,,,,,,,,,,,,
handle,handles,handled,handling,handlings,,,,,,,,,,,,,
hang,hangs;hung,hanging;hung,hanged;hanging,hanged;hangings,hangings,,,,,,,,,,,,
happen,happened;happens,happened;happening,happening;happenings,happenings,,,,,,,,,,,,,
happiness,happinesses,,,,,,,,,,,,,,,,
happy,happier;happiest,happiest,,,,,,,,,,,,,,,
harbor,harbors,harbored,harboring,harbour,harbours,harboured,harbouring,harbourings,,,,,,,,,
hard,harder;hardest,hardest,,,,,,,,,,,,,,,
hardly,,,,,,,,,,,,,,,,,
harm,harms,harmed,harming,harmings,,,,,,,,,,,,,
hat,hats,hatted,hatting,hattings,,,,,,,,,,,,,
hate,hated;hates,hated;hating,hating;hatings,hatings,,,,,,,,,,,,,
have,haven;ve,has;ve,has;hasn,had;hasn,had;hadn,d;hadn,d;having,hafta;having,hafta;havings,haves;havings,haves,,,,,,
he,him;his,his,,,,,,,,,,,,,,,
head,headed;heads,headed;heading,heading;headings,headings,,,,,,,,,,,,,
health,healths,,,,,,,,,,,,,,,,
healthy,healthier,healthiest,,,,,,,,,,,,,,,
hear,heard;hears,heard;hearing,hearing;hearings,hearings,,,,,,,,,,,,,
heart,hearts,hearted,,,,,,,,,,,,,,,
heat,heats,heated,heating,heatings,,,,,,,,,,,,,
heavily,,,,,,,,,,,,,,,,,
heavy,heavies,heavier,heaviest,,,,,,,,,,,,,,
height,heights,,,,,,,,,,,,,,,,
hell,hells,,,,,,,,,,,,,,,,
hello,,,,,,,,,,,,,,,,,
help,helped;helps,helped;helping,helping;helpings,helpings,,,,,,,,,,,,,
helpful,,,,,,,,,,,,,,,,,
hence,,,,,,,,,,,,,,,,,
here,,,,,,,,,,,,,,,,,
hero,heroes,heros,,,,,,,,,,,,,,,
herself,,,,,,,,,,,,,,,,,
hesitate,hesitates,hesitated,hesitating,hesitatings,,,,,,,,,,,,,
hi,,,,,,,,,,,,,,,,,
hide,hides,hid,hiding,hidden,,,,,,,,,,,,,
high,higher;highest,highest;highs,highs,,,,,,,,,,,,,,
highlight,highlights,highlighted,highlighting,highlightings,,,,,,,,,,,,,
highly,,,,,,,,,,,,,,,,,
hill,hills,hilled,hilling,hillings,,,,,,,,,,,,,
himself,,,,,,,,,,,,,,,,,
hint,hints,hinted,hinting,hintings,,,,,,,,,,,,,
hire,hires,hired,hiring,hirings,,,,,,,,,,,,,
historian,historians,,,,,,,,,,,,,,,,
historic,historics,,,,,,,,,,,,,,,,
historical,historicals,,,,,,,,,,,,,,,,
history,histories,,,,,,,,,,,,,,,,
hit,hits;hitted,hitted;hitting,hitting;hittings,hittings,,,,,,,,,,,,,
hold,held;holds,held;holding,holded;holding,holded;holdings,holdings,,,,,,,,,,,,
holder,holders,,,,,,,,,,,,,,,,
hole,holes,holed,holing,holings,,,,,,,,,,,,,
holiday,holidayed;holidays,holidayed;holidaying,holidaying;holidayings,holidayings,,,,,,,,,,,,,
home,homed;homes,homed;homing,homing;homings,homings,,,,,,,,,,,,,
honest,honestest,,,,,,,,,,,,,,,,
honor,honors,honored,honoring,honour,honours,honoured,honouring,honourings,,,,,,,,,
hook,hooks,hooked,hooking,hookings,,,,,,,,,,,,,
hope,hoped;hopes,hoped;hoping,hoping;hopings,hopings,,,,,,,,,,,,,
hopefully,,,,,,,,,,,,,,,,,
horrible,horribles,,,,,,,,,,,,,,,,
horse,horses,horsed,horsing,horsings,,,,,,,,,,,,,
hospital,hospitals,,,,,,,,,,,,,,,,
